state,collection_date,Inpatient Beds Occupied Estimated (All Inpatient),Count LL (All Inpatient),Count UL (All Inpatient),Percentage of Inpatient Beds Occupied Estimated (All Inpatient),Percentage LL (All Inpatient),Percentage UL (All Inpatient),Total Inpatient Beds (All Inpatient),Total LL (All Inpatient),Total UL (All Inpatient),Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Count LL (COVID-19 Inpatient),Count UL (COVID-19 Inpatient),Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Percentage LL (COVID-19 Inpatient),Percentage UL (COVID-19 Inpatient),Total Inpatient Beds (COVID-19 Inpatient),Total LL (COVID-19 Inpatient),Total UL (COVID-19 Inpatient),Staffed Adult ICU Beds Occupied Estimated (ICU),Count LL (ICU),Count UL (ICU),Percentage of Staffed Adult ICU Beds Occupied Estimated (ICU),Percentage LL (ICU),Percentage UL (ICU),Total Staffed Adult ICU Beds (ICU),Total LL (ICU),Total UL (ICU),geocoded_state
MT,2020/12/05,"1,912","1,911","1,914",66.29,66.29,66.29,"2,885","2,885","2,885",386,386,386,13.38,13.38,13.38,"2,885","2,885","2,885",167,167,167,73.25,73.25,73.25,228,228,228,POINT (-109.645127 47.033521)
ND,2020/12/05,"1,510","1,435","1,584",74.6,63.31,85.89,"2,024","1,937","2,110",380,365,394,18.75,13.73,23.78,"2,024","1,937","2,110",146,139,154,95.44,80.56,110.32,154,145,162,POINT (-100.46931 47.446305)
NH,2020/12/05,"1,884","1,884","1,884",67.99,67.99,67.99,"2,771","2,771","2,771",182,182,182,6.57,6.57,6.57,"2,771","2,771","2,771",165,165,165,58.51,58.51,58.51,282,282,282,POINT (-71.57139 43.680429)
NJ,2020/12/05,"14,838","14,838","14,838",76.31,76.31,76.31,"19,445","19,445","19,445","3,366","3,366","3,366",17.31,17.31,17.31,"19,445","19,445","19,445","1,584","1,584","1,584",68.01,68.01,68.01,"2,329","2,329","2,329",POINT (-74.655514 40.110253)
NV,2020/12/05,"5,923","5,923","5,923",79.64,79.64,79.64,"7,437","7,437","7,437","1,737","1,737","1,737",23.9,23.9,23.9,"7,437","7,437","7,437",784,784,784,86.73,86.73,86.73,904,904,904,POINT (-114.916992 39.283294)
NY,2020/12/05,"39,908","39,908","39,908",74.05,74.05,74.05,"53,892","53,892","53,892","6,135","6,135","6,135",11.38,11.38,11.38,"53,892","53,892","53,892","4,317","4,317","4,317",60.95,60.95,60.95,"7,083","7,083","7,083",POINT (-75.59655 42.921241)
OK,2020/12/05,"6,498","6,494","6,502",68.61,68.42,68.8,"9,471","9,462","9,480","1,588","1,585","1,591",17.28,17.1,17.46,"9,471","9,462","9,480",974,974,974,88.63,88.63,88.63,"1,099","1,099","1,099",POINT (-97.508297 35.583449)
PA,2020/12/05,"24,452","24,449","24,455",75.32,75.09,75.55,"32,463","32,420","32,506","6,112","6,110","6,115",19.02,18.9,19.15,"32,463","32,420","32,506","3,353","3,352","3,354",82.26,82.15,82.37,"4,076","4,074","4,078",POINT (-77.838886 40.896694)
SC,2020/12/05,"7,641","7,641","7,641",78.99,78.99,78.99,"9,673","9,673","9,673","1,005","1,004","1,006",10.39,10.39,10.39,"9,673","9,673","9,673","1,001","1,001","1,001",79.26,79.26,79.26,"1,263","1,263","1,263",POINT (-80.864614 33.878572)
TN,2020/12/05,"12,029","12,029","12,029",72.64,72.64,72.64,"16,559","16,522","16,596","2,608","2,580","2,636",16.23,16.23,16.23,"16,559","16,522","16,596","1,839","1,839","1,839",81.03,81.03,81.03,"2,270","2,203","2,336",POINT (-86.343226 35.842998)
UT,2020/12/05,"3,015","3,015","3,015",57.83,57.83,57.83,"5,214","5,214","5,214",581,581,581,11.14,11.14,11.14,"5,214","5,214","5,214",486,486,486,77.64,77.64,77.64,626,626,626,POINT (-111.678222 39.323779)
VA,2020/12/05,"11,260","11,260","11,260",65.89,65.89,65.89,"17,090","17,090","17,090","1,745","1,745","1,745",10.21,10.21,10.21,"17,090","17,090","17,090","1,353","1,353","1,353",66.75,66.75,66.75,"2,027","2,027","2,027",POINT (-78.666382 37.510861)
AK,2020/12/06,874,874,874,60.32,60.32,60.32,"1,449","1,449","1,449",163,163,163,11.25,11.25,11.25,"1,449","1,449","1,449",82,82,82,64.57,64.57,64.57,127,127,127,POINT (-151.631889 63.631126)
AR,2020/12/06,"5,112","5,107","5,116",69.18,69.18,69.18,"7,389","7,389","7,389","1,060","1,060","1,060",14.35,14.35,14.35,"7,389","7,389","7,389",787,787,787,78.94,78.94,78.94,997,997,997,POINT (-92.439162 34.899825)
CO,2020/12/06,"6,566","6,566","6,566",64.51,64.51,64.51,"10,179","10,179","10,179","1,743","1,743","1,743",17.12,17.12,17.12,"10,179","10,179","10,179","1,022","1,021","1,023",68.96,68.96,68.96,"1,482","1,482","1,482",POINT (-105.547832 38.998552)
DE,2020/12/06,"1,702","1,702","1,702",67.54,67.54,67.54,"2,520","2,520","2,520",379,379,379,15.04,15.04,15.04,"2,520","2,520","2,520",147,147,147,81.67,81.67,81.67,180,180,180,POINT (-75.452394 38.994926)
FL,2020/12/06,"39,166","39,114","39,217",75.87,75.87,75.87,"51,624","51,624","51,624","4,890","4,890","4,890",9.66,9.66,9.66,"51,624","51,624","51,624","4,874","4,874","4,874",77.8,77.8,77.8,"6,265","6,265","6,265",POINT (-82.420978 28.260731)
HI,2020/12/06,"1,644","1,644","1,644",66.97,66.97,66.97,"2,455","2,455","2,455",49,49,49,2,2,2,"2,455","2,455","2,455",132,132,132,59.73,59.73,59.73,221,221,221,POINT (-157.854309 21.361013)
IA,2020/12/06,"4,626","4,624","4,627",58.01,57.86,58.17,"7,973","7,965","7,981",901,898,904,11.45,11.25,11.65,"7,973","7,965","7,981",485,485,485,71.01,71.01,71.01,683,683,683,POINT (-93.500061 42.074659)
IL,2020/12/06,"19,513","19,439","19,586",66.76,65.83,67.69,"29,227","29,103","29,351","5,358","5,329","5,386",18.33,17.75,18.91,"29,227","29,103","29,351","2,461","2,452","2,471",66.62,65.79,67.44,"3,695","3,682","3,708",POINT (-89.148632 40.124144)
KY,2020/12/06,"8,153","8,153","8,153",68.69,68.69,68.69,"11,869","11,869","11,869","1,718","1,718","1,719",14.48,14.48,14.48,"11,869","11,869","11,869","1,167","1,165","1,169",74.86,74.86,74.86,"1,559","1,559","1,559",POINT (-85.290484 37.526683)
MA,2020/12/06,"11,283","11,283","11,283",71.1,71.1,71.1,"15,869","15,869","15,869","1,378","1,378","1,378",8.68,8.68,8.68,"15,869","15,869","15,869","1,026","1,026","1,026",63.41,63.41,63.41,"1,618","1,618","1,618",POINT (-71.481104 42.151077)
ME,2020/12/06,"1,871","1,868","1,874",65.24,64.54,65.93,"2,868","2,856","2,880",212,212,213,7.41,7.08,7.73,"2,868","2,856","2,880",229,228,230,73.16,72.02,74.3,313,312,314,POINT (-69.06137 45.117911)
MN,2020/12/06,"6,995","6,995","6,995",71.68,71.68,71.68,"9,758","9,758","9,758","1,776","1,773","1,778",18.2,18.2,18.2,"9,758","9,758","9,758",718,717,719,75.18,75.18,75.18,955,955,955,POINT (-94.198308 46.349153)
MO,2020/12/06,"10,639","10,639","10,639",77.26,77.26,77.26,"13,770","13,770","13,770","2,510","2,509","2,511",18.23,18.23,18.23,"13,770","13,770","13,770","1,505","1,505","1,505",85.61,85.61,85.61,"1,758","1,758","1,758",POINT (-92.477244 38.3675)
MS,2020/12/06,"4,838","4,838","4,838",61.31,61.31,61.31,"7,891","7,891","7,891","1,136","1,136","1,136",14.4,14.4,14.4,"7,891","7,891","7,891",678,677,679,81.1,81.1,81.1,836,836,836,POINT (-89.65344 32.713378)
MT,2020/12/06,"1,853","1,853","1,853",64.27,64.27,64.27,"2,883","2,883","2,883",391,391,391,13.56,13.56,13.56,"2,883","2,883","2,883",164,164,164,73.54,73.54,73.54,223,223,223,POINT (-109.645127 47.033521)
ND,2020/12/06,"1,480","1,471","1,489",73.3,71.92,74.69,"2,019","2,008","2,030",377,377,377,18.67,18.21,19.13,"2,019","2,008","2,030",140,140,140,95.24,95.24,95.24,147,147,147,POINT (-100.46931 47.446305)
NH,2020/12/06,"1,857","1,857","1,857",67.02,67.02,67.02,"2,771","2,771","2,771",204,203,204,7.34,7.34,7.34,"2,771","2,771","2,771",170,169,171,60.28,60.28,60.28,282,282,282,POINT (-71.57139 43.680429)
NJ,2020/12/06,"14,429","14,429","14,429",74.51,74.51,74.51,"19,366","19,366","19,366","3,455","3,455","3,455",17.84,17.84,17.84,"19,366","19,366","19,366","1,569","1,569","1,569",67.37,67.37,67.37,"2,329","2,329","2,329",POINT (-74.655514 40.110253)
NV,2020/12/06,"5,949","5,949","5,949",79.82,79.82,79.82,"7,453","7,453","7,453","1,816","1,816","1,816",24.93,24.93,24.93,"7,453","7,453","7,453",793,793,793,86.76,86.76,86.76,914,914,914,POINT (-114.916992 39.283294)
NY,2020/12/06,"38,951","38,951","38,951",72.33,72.33,72.33,"53,850","53,850","53,850","6,175","6,175","6,175",11.47,11.47,11.47,"53,850","53,850","53,850","4,190","4,190","4,190",59.31,59.31,59.31,"7,064","7,064","7,064",POINT (-75.59655 42.921241)
OK,2020/12/06,"6,292","6,279","6,306",66.9,66.54,67.26,"9,406","9,401","9,411","1,601","1,598","1,604",17.54,17.38,17.71,"9,406","9,401","9,411",977,977,977,89.63,89.63,89.63,"1,090","1,090","1,090",POINT (-97.508297 35.583449)
PA,2020/12/06,"23,912","23,907","23,918",73.79,73.61,73.98,"32,404","32,369","32,439","6,157","6,157","6,157",19.2,19.1,19.29,"32,404","32,369","32,439","3,242","3,242","3,243",79.67,79.58,79.75,"4,070","4,068","4,072",POINT (-77.838886 40.896694)
SC,2020/12/06,"7,455","7,455","7,455",77.25,77.25,77.25,"9,651","9,651","9,651","1,058","1,058","1,058",10.96,10.96,10.96,"9,651","9,651","9,651",991,991,991,78.34,78.34,78.34,"1,265","1,265","1,265",POINT (-80.864614 33.878572)
TN,2020/12/06,"11,929","11,929","11,929",72.38,72.38,72.38,"16,481","16,444","16,518","2,655","2,653","2,657",16.6,16.6,16.6,"16,481","16,444","16,518","1,826","1,826","1,826",80.57,80.57,80.57,"2,266","2,200","2,332",POINT (-86.343226 35.842998)
UT,2020/12/06,"2,850","2,846","2,854",54.66,54.66,54.66,"5,213","5,213","5,213",577,577,577,11.07,11.07,11.07,"5,213","5,213","5,213",462,462,462,73.8,73.8,73.8,626,626,626,POINT (-111.678222 39.323779)
VA,2020/12/06,"11,010","11,010","11,010",64.54,64.54,64.54,"17,058","17,058","17,058","1,818","1,816","1,819",10.65,10.65,10.65,"17,058","17,058","17,058","1,357","1,357","1,357",66.68,66.68,66.68,"2,035","2,035","2,035",POINT (-78.666382 37.510861)
AK,2020/12/07,847,847,847,58.45,58.45,58.45,"1,449","1,449","1,449",157,157,157,10.84,10.84,10.84,"1,449","1,449","1,449",90,90,90,72,72,72,125,125,125,POINT (-151.631889 63.631126)
AR,2020/12/07,"5,228","5,217","5,240",70.36,70.36,70.36,"7,431","7,431","7,431","1,055","1,054","1,056",14.2,14.2,14.2,"7,431","7,431","7,431",826,826,826,81.62,81.62,81.62,"1,012","1,012","1,012",POINT (-92.439162 34.899825)
CO,2020/12/07,"6,554","6,554","6,554",64.37,64.37,64.37,"10,181","10,181","10,181","1,755","1,755","1,755",17.24,17.24,17.24,"10,181","10,181","10,181",991,991,991,66.87,66.87,66.87,"1,482","1,482","1,482",POINT (-105.547832 38.998552)
DE,2020/12/07,"1,717","1,717","1,717",68.35,68.35,68.35,"2,512","2,512","2,512",398,398,398,15.84,15.84,15.84,"2,512","2,512","2,512",151,151,151,83.89,83.89,83.89,180,180,180,POINT (-75.452394 38.994926)
FL,2020/12/07,"39,828","39,828","39,828",76.93,76.93,76.93,"51,773","51,773","51,773","5,060","5,057","5,064",9.97,9.97,9.97,"51,773","51,773","51,773","4,968","4,968","4,968",79.39,79.39,79.39,"6,258","6,258","6,258",POINT (-82.420978 28.260731)
HI,2020/12/07,"1,673","1,673","1,673",67.27,67.27,67.27,"2,487","2,487","2,487",59,59,59,2.37,2.37,2.37,"2,487","2,487","2,487",147,147,147,63.64,63.64,63.64,231,231,231,POINT (-157.854309 21.361013)
IA,2020/12/07,"4,681","4,679","4,683",58.75,58.75,58.75,"7,967","7,967","7,967",904,902,907,11.5,11.5,11.5,"7,967","7,967","7,967",489,489,489,71.49,71.49,71.49,684,684,684,POINT (-93.500061 42.074659)
IL,2020/12/07,"19,537","19,471","19,604",66.79,65.96,67.63,"29,250","29,138","29,362","5,234","5,209","5,260",17.9,17.37,18.42,"29,250","29,138","29,362","2,409","2,401","2,417",65.29,64.55,66.04,"3,690","3,678","3,702",POINT (-89.148632 40.124144)
KY,2020/12/07,"8,187","8,180","8,194",68.98,68.98,68.98,"11,868","11,868","11,868","1,786","1,786","1,786",15.05,15.05,15.05,"11,868","11,868","11,868","1,153","1,152","1,154",73.96,73.96,73.96,"1,559","1,559","1,559",POINT (-85.290484 37.526683)
MA,2020/12/07,"11,428","11,428","11,428",71.95,71.95,71.95,"15,884","15,884","15,884","1,395","1,395","1,395",8.78,8.78,8.78,"15,884","15,884","15,884","1,045","1,044","1,046",64.35,64.35,64.35,"1,624","1,624","1,624",POINT (-71.481104 42.151077)
ME,2020/12/07,"1,900","1,900","1,900",66.36,66.36,66.36,"2,863","2,863","2,863",213,213,213,7.44,7.44,7.44,"2,863","2,863","2,863",231,231,231,73.1,73.1,73.1,316,316,316,POINT (-69.06137 45.117911)
MN,2020/12/07,"7,023","7,023","7,023",73.48,73.48,73.48,"9,558","9,558","9,558","1,824","1,823","1,826",19.09,19.09,19.09,"9,558","9,558","9,558",747,747,747,77.01,77.01,77.01,970,970,970,POINT (-94.198308 46.349153)
MO,2020/12/07,"10,854","10,852","10,856",77.41,77.41,77.41,"14,021","14,021","14,021","2,573","2,573","2,573",18.35,18.35,18.35,"14,021","14,021","14,021","1,538","1,538","1,538",87.24,87.24,87.24,"1,763","1,763","1,763",POINT (-92.477244 38.3675)
MS,2020/12/07,"5,003","5,003","5,003",63.03,63.03,63.03,"7,937","7,937","7,937","1,149","1,149","1,149",14.48,14.48,14.48,"7,937","7,937","7,937",685,685,685,81.45,81.45,81.45,841,841,841,POINT (-89.65344 32.713378)
MT,2020/12/07,"1,877","1,877","1,877",65.11,65.11,65.11,"2,883","2,883","2,883",390,390,391,13.54,13.54,13.54,"2,883","2,883","2,883",159,159,159,70.98,70.98,70.98,224,224,224,POINT (-109.645127 47.033521)
ND,2020/12/07,"1,447","1,447","1,447",72.13,72.13,72.13,"2,006","2,006","2,006",392,391,393,19.54,19.54,19.54,"2,006","2,006","2,006",124,124,124,86.11,86.11,86.11,144,144,144,POINT (-100.46931 47.446305)
NH,2020/12/07,"1,862","1,862","1,862",67.2,67.2,67.2,"2,771","2,771","2,771",230,229,231,8.3,8.3,8.3,"2,771","2,771","2,771",177,177,177,62.77,62.77,62.77,282,282,282,POINT (-71.57139 43.680429)
NJ,2020/12/07,"14,698","14,698","14,698",75.68,75.68,75.68,"19,420","19,420","19,420","3,591","3,590","3,592",18.49,18.49,18.49,"19,420","19,420","19,420","1,579","1,579","1,579",67.16,67.16,67.16,"2,351","2,351","2,351",POINT (-74.655514 40.110253)
NV,2020/12/07,"5,929","5,929","5,929",79.63,79.63,79.63,"7,446","7,446","7,446","1,826","1,826","1,826",25.09,25.09,25.09,"7,446","7,446","7,446",784,784,784,85.22,85.22,85.22,920,920,920,POINT (-114.916992 39.283294)
NY,2020/12/07,"39,669","39,652","39,686",73.68,73.56,73.79,"53,841","53,813","53,869","6,496","6,492","6,500",12.07,12.01,12.12,"53,841","53,813","53,869","4,164","4,162","4,166",60.11,60,60.22,"6,927","6,924","6,930",POINT (-75.59655 42.921241)
OK,2020/12/07,"6,354","6,339","6,370",66.95,66.54,67.37,"9,491","9,485","9,497","1,605","1,603","1,607",17.42,17.31,17.54,"9,491","9,485","9,497",982,982,982,89.03,89.03,89.03,"1,103","1,103","1,103",POINT (-97.508297 35.583449)
PA,2020/12/07,"24,139","24,131","24,147",74.69,74.69,74.69,"32,320","32,320","32,320","6,407","6,407","6,407",20.03,20.03,20.03,"32,320","32,320","32,320","3,274","3,274","3,274",80.34,80.34,80.34,"4,075","4,075","4,075",POINT (-77.838886 40.896694)
SC,2020/12/07,"7,561","7,561","7,561",78.33,78.33,78.33,"9,653","9,653","9,653","1,133","1,133","1,133",11.74,11.74,11.74,"9,653","9,653","9,653",990,990,990,78.26,78.26,78.26,"1,265","1,265","1,265",POINT (-80.864614 33.878572)
TN,2020/12/07,"12,250","12,250","12,250",74.13,74.13,74.13,"16,525","16,488","16,562","2,724","2,722","2,725",16.97,16.97,16.97,"16,525","16,488","16,562","1,866","1,866","1,866",82.2,82.2,82.2,"2,270","2,207","2,334",POINT (-86.343226 35.842998)
UT,2020/12/07,"2,840","2,836","2,844",54.49,54.49,54.49,"5,213","5,213","5,213",574,574,574,11.01,11.01,11.01,"5,213","5,213","5,213",474,474,474,73.72,73.72,73.72,643,643,643,POINT (-111.678222 39.323779)
VA,2020/12/07,"11,531","11,531","11,531",67.36,67.36,67.36,"17,118","17,118","17,118","1,878","1,877","1,880",10.97,10.97,10.97,"17,118","17,118","17,118","1,384","1,384","1,384",68.04,68.04,68.04,"2,034","2,034","2,034",POINT (-78.666382 37.510861)
AK,2020/12/08,902,902,902,62.25,62.25,62.25,"1,449","1,449","1,449",164,164,164,11.32,11.32,11.32,"1,449","1,449","1,449",102,102,102,77.27,77.27,77.27,132,132,132,POINT (-151.631889 63.631126)
AR,2020/12/08,"5,569","5,569","5,569",73.54,73.54,73.54,"7,573","7,573","7,573","1,122","1,122","1,122",14.82,14.82,14.82,"7,573","7,573","7,573",830,830,830,82.1,82.1,82.1,"1,011","1,011","1,011",POINT (-92.439162 34.899825)
CO,2020/12/08,"6,859","6,859","6,859",67.02,67.02,67.02,"10,235","10,235","10,235","1,751","1,751","1,751",17.11,17.11,17.11,"10,235","10,235","10,235","1,046","1,045","1,047",70.49,70.49,70.49,"1,484","1,484","1,484",POINT (-105.547832 38.998552)
DE,2020/12/08,"1,852","1,852","1,852",72.97,72.97,72.97,"2,538","2,538","2,538",406,406,406,16,16,16,"2,538","2,538","2,538",146,146,146,83.91,83.91,83.91,174,174,174,POINT (-75.452394 38.994926)
FL,2020/12/08,"41,724","41,724","41,724",80.08,80.08,80.08,"52,101","52,101","52,101","5,158","5,158","5,159",10.1,10.1,10.1,"52,101","52,101","52,101","5,155","5,155","5,155",81.81,81.81,81.81,"6,301","6,301","6,301",POINT (-82.420978 28.260731)
HI,2020/12/08,"1,713","1,713","1,713",68.93,68.93,68.93,"2,485","2,485","2,485",71,71,71,2.86,2.86,2.86,"2,485","2,485","2,485",163,163,163,70.87,70.87,70.87,230,230,230,POINT (-157.854309 21.361013)
IA,2020/12/08,"4,876","4,873","4,879",61.12,60.98,61.26,"7,978","7,972","7,984",897,896,898,11.39,11.32,11.47,"7,978","7,972","7,984",525,525,525,76.64,76.64,76.64,685,685,685,POINT (-93.500061 42.074659)
IL,2020/12/08,"20,461","20,408","20,515",69.95,69.28,70.63,"29,250","29,160","29,340","5,329","5,308","5,350",18.22,17.8,18.64,"29,250","29,160","29,340","2,541","2,535","2,548",68.7,68.1,69.3,"3,699","3,690","3,708",POINT (-89.148632 40.124144)
KY,2020/12/08,"8,624","8,624","8,624",72.66,72.66,72.66,"11,869","11,869","11,869","1,816","1,816","1,816",15.3,15.3,15.3,"11,869","11,869","11,869","1,178","1,178","1,178",75.56,75.56,75.56,"1,559","1,559","1,559",POINT (-85.290484 37.526683)
MA,2020/12/08,"11,828","11,828","11,828",74.59,74.59,74.59,"15,857","15,857","15,857","1,461","1,461","1,461",9.21,9.21,9.21,"15,857","15,857","15,857","1,083","1,083","1,083",67.65,67.65,67.65,"1,601","1,601","1,601",POINT (-71.481104 42.151077)
ME,2020/12/08,"1,979","1,979","1,979",68.83,68.83,68.83,"2,875","2,875","2,875",206,206,206,7.17,7.17,7.17,"2,875","2,875","2,875",228,228,228,72.38,72.38,72.38,315,315,315,POINT (-69.06137 45.117911)
MN,2020/12/08,"7,290","7,289","7,291",75.15,75.15,75.15,"9,700","9,700","9,700","1,787","1,787","1,787",18.42,18.42,18.42,"9,700","9,700","9,700",775,775,775,80.06,80.06,80.06,968,968,968,POINT (-94.198308 46.349153)
MO,2020/12/08,"11,410","11,410","11,410",79.6,79.6,79.6,"14,335","14,335","14,335","2,711","2,711","2,711",18.91,18.91,18.91,"14,335","14,335","14,335","1,594","1,594","1,594",88.56,88.56,88.56,"1,800","1,800","1,800",POINT (-92.477244 38.3675)
MS,2020/12/08,"5,247","5,247","5,247",65.55,65.55,65.55,"8,005","8,005","8,005","1,185","1,185","1,185",14.8,14.8,14.8,"8,005","8,005","8,005",705,705,705,82.36,82.36,82.36,856,856,856,POINT (-89.65344 32.713378)
MT,2020/12/08,"1,951","1,943","1,959",67.67,66.74,68.61,"2,883","2,871","2,895",391,391,391,13.56,13.26,13.86,"2,883","2,871","2,895",162,162,162,72,72,72,225,225,225,POINT (-109.645127 47.033521)
ND,2020/12/08,"1,506","1,502","1,510",73.39,72.72,74.06,"2,052","2,046","2,058",388,387,390,18.93,18.46,19.4,"2,052","2,046","2,058",139,139,139,67.48,67.48,67.48,206,206,206,POINT (-100.46931 47.446305)
NH,2020/12/08,"2,003","2,003","2,003",72.28,72.28,72.28,"2,771","2,771","2,771",250,250,250,9.02,9.02,9.02,"2,771","2,771","2,771",179,179,179,63.48,63.48,63.48,282,282,282,POINT (-71.57139 43.680429)
NJ,2020/12/08,"15,340","15,340","15,340",78.57,78.57,78.57,"19,524","19,524","19,524","3,672","3,672","3,672",18.81,18.81,18.81,"19,524","19,524","19,524","1,568","1,568","1,568",66.95,66.95,66.95,"2,342","2,342","2,342",POINT (-74.655514 40.110253)
NV,2020/12/08,"5,994","5,513","6,476",80.07,59.27,100.86,"7,487","6,859","8,115","1,782","1,653","1,910",24.35,13.29,35.42,"7,487","6,859","8,115",790,725,855,84.76,61.94,107.59,932,846,"1,018",POINT (-114.916992 39.283294)
NY,2020/12/08,"41,134","41,114","41,154",76.2,76.06,76.35,"53,979","53,944","54,014","6,702","6,697","6,708",12.42,12.35,12.49,"53,979","53,944","54,014","4,408","4,405","4,411",63.18,63.04,63.31,"6,977","6,973","6,981",POINT (-75.59655 42.921241)
OK,2020/12/08,"6,672","6,668","6,675",69.82,69.63,70.01,"9,555","9,546","9,564","1,623","1,621","1,625",17.5,17.38,17.62,"9,555","9,546","9,564","1,009","1,009","1,009",89.53,89.53,89.53,"1,127","1,127","1,127",POINT (-97.508297 35.583449)
PA,2020/12/08,"25,351","25,351","25,351",78.01,78.01,78.01,"32,497","32,497","32,497","6,622","6,622","6,622",20.59,20.59,20.59,"32,497","32,497","32,497","3,321","3,321","3,321",83.88,83.88,83.88,"3,959","3,959","3,959",POINT (-77.838886 40.896694)
SC,2020/12/08,"8,003","8,003","8,003",82.73,82.73,82.73,"9,674","9,674","9,674","1,180","1,180","1,180",12.2,12.2,12.2,"9,674","9,674","9,674","1,044","1,044","1,044",82.46,82.46,82.46,"1,266","1,266","1,266",POINT (-80.864614 33.878572)
TN,2020/12/08,"12,528","12,528","12,528",75.64,75.64,75.64,"16,562","16,524","16,600","2,769","2,769","2,769",17.21,17.21,17.21,"16,562","16,524","16,600","1,877","1,877","1,877",82.37,82.37,82.37,"2,279","2,219","2,339",POINT (-86.343226 35.842998)
UT,2020/12/08,"3,121","3,121","3,121",59.86,59.86,59.86,"5,214","5,214","5,214",574,574,574,11.01,11.01,11.01,"5,214","5,214","5,214",489,489,489,75.81,75.81,75.81,645,645,645,POINT (-111.678222 39.323779)
VA,2020/12/08,"11,858","11,858","11,858",69.35,69.35,69.35,"17,098","17,098","17,098","1,920","1,920","1,920",11.23,11.23,11.23,"17,098","17,098","17,098","1,400","1,400","1,400",69.03,69.03,69.03,"2,028","2,028","2,028",POINT (-78.666382 37.510861)
AK,2020/12/09,904,904,904,61.85,61.85,61.85,"1,462","1,461","1,462",156,156,156,10.67,10.67,10.67,"1,462","1,461","1,462",102,102,102,77.27,77.27,77.27,132,132,132,POINT (-151.631889 63.631126)
AR,2020/12/09,"5,716","5,715","5,718",75.1,75.1,75.1,"7,612","7,612","7,612","1,099","1,099","1,099",14.44,14.44,14.44,"7,612","7,612","7,612",826,826,826,82.27,82.27,82.27,"1,004","1,004","1,004",POINT (-92.439162 34.899825)
CO,2020/12/09,"6,955","6,955","6,955",67.99,67.99,67.99,"10,229","10,229","10,229","1,702","1,701","1,703",16.64,16.64,16.64,"10,229","10,229","10,229","1,052","1,050","1,055",69.61,69.61,69.61,"1,512","1,512","1,512",POINT (-105.547832 38.998552)
DE,2020/12/09,"1,842","1,842","1,842",72.01,72.01,72.01,"2,558","2,558","2,558",407,407,407,15.91,15.91,15.91,"2,558","2,558","2,558",154,154,154,88.51,88.51,88.51,174,174,174,POINT (-75.452394 38.994926)
FL,2020/12/09,"41,802","41,802","41,802",80.34,80.34,80.34,"52,034","52,034","52,034","5,195","5,195","5,195",10.19,10.19,10.19,"52,034","52,034","52,034","5,202","5,202","5,202",82.55,82.55,82.55,"6,302","6,302","6,302",POINT (-82.420978 28.260731)
HI,2020/12/09,"1,749","1,749","1,749",70.3,70.3,70.3,"2,488","2,488","2,488",68,67,68,2.71,2.71,2.71,"2,488","2,488","2,488",160,160,160,69.57,69.57,69.57,230,230,230,POINT (-157.854309 21.361013)
